id,area,pagina,carpeta_origen,titulo,descripcion,tipo,archivo_origen,estado,prioridad,es_duplicado,duplicado_de
92,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,¿La carrera incorpora un enfoque de sostenibilidad? Sí. El plan de estudios incorpora criterios de s…,"¿La carrera incorpora un enfoque de sostenibilidad? Sí. El plan de estudios incorpora criterios de sostenibilidad y gestión ambiental, mediante asignaturas como Ecología e Impacto Ambiental. - Sí. Puedes solicitar la convalidación de asignaturas cursadas en una institución de educación superior reconocida o licenciada por la SUNEDU, según corresponda. La convalidación está sujeta a la evaluación de contenidos, créditos y horas académicas, de acuerdo con la normativa y los procedimientos establecidos por la UPRIT. - Sí. Las clases se desarrollan en vivo de manera sincrónica y quedan grabadas en el aula virtual, permitiendo que los estudiantes puedan revisarlas posteriormente. - Ms. Enrique Jannier Boy Vasquez Docente Coordinador enrique.boy@uprit.edu.pe Ingeniería Cuenta con trayectoria académica y profesional en ingeniería industrial, gestión empresarial, investigación e innovación. Es Ingeniero Industrial, con Maestría en Administración de Negocios y doctorando en Ciencias e Ingeniería. Actualmente, coordina las carreras de Ingeniería Industrial e Ingeniería de Sistemas e Inteligencia Artificial, y posee experiencia docente universitaria. Es autor y coautor de libros y publicaciones científicas, incluyendo un artículo Q1 vinculado con teledetección e inteligencia artificial. Sus investigaciones abarcan gestión empresarial, innovación tecnológica y seguridad y salud ocupacional. Asimismo, se desempeña como Gerente General de CALCIEMSA E.I.R.L. e INVESTIMAS S.A.C., y cuenta con experiencia como ponente en el Colegio de Ingenieros del Perú y como campeón regional de oratoria del Foro de Oradores del Perú. - Dr. Haniel Solis Muñoz Docente haniel.solis@uprit.edu.pe Cuenta con una sólida formación académica y profesional en los campos de la ingeniería química, la ingeniería ambiental, la bioinnovación y la sostenibilidad. Obtuvo el título profesional de Ingeniero Químico y posteriormente fortaleció su formación de posgrado mediante estudios de Maestría y Doctorado en Ingeniería Química Ambiental. Complementando su preparación académica, cuenta con un Diplomado en Tecnología de la Información e Inteligencia Artificial por la Universidad Internacional de La Rioja (UNIR), España, incorporando conocimientos relacionados con las nuevas tecnologías y su aplicación en ámbitos científicos y profesionales. Se ha especializado en biofertilizantes y energías renovables, áreas en las que desarrolla actividades vinculadas con la investigación, innovación y aplicación de soluciones sostenibles. Asimismo, se desempeña como consultor en bioinnovación y sostenibilidad ambiental, participando en iniciativas orientadas al aprovechamiento responsable de los recursos y al desarrollo de alternativas tecnológicas con enfoque ambiental. Su trayectoria en investigación se encuentra respaldada por su reconocimiento como Investigador RENACYT Nivel V, evidenciando su participación y producción en actividades de investigación científica, desarrollo tecnológico e innovación. Docente fiorella.espinoza@uprit.edu.pe Máster en Recursos Humanos y Licenciada en Psicología Organizacional. Certificada en Gestión del Talento por ESAN y en Comunicación Interna por la Universidad del Pacífico. Experiencia en roles estratégicos en empresas multinacionales de diversos sectores. Fundadora de ioCLC, el primer Centro de Liderazgo Creativo del Perú. Su trayectoria incluye haberse desempeñado como Jefe de Gestión del Talento en GrupoRPP y Human Resources Business Partner en Textil del Valle, empresa que fabrica para marcas como Lacoste, Ralph Lauren, The North Face. Además, lideró el área de Gestión del Talento en dos de las 50 compañías del Grupo Ultramar, transnacional con operaciones en más de 16 países. También ocupó un papel clave como responsable del área de Capacitación y Desarrollo en Camposol, multinacional con más de 25,000 empleados en campaña alta y operaciones en Estados Unidos, Europa y Asia.",observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
93,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,¿La carrera incorpora un enfoque de sostenibilidad? Sí. El plan de estudios incorpora criterios de s…,"¿La carrera incorpora un enfoque de sostenibilidad? Sí. El plan de estudios incorpora criterios de sostenibilidad y gestión ambiental, mediante asignaturas como Ecología e Impacto Ambiental. - Sí. Puedes solicitar la convalidación de asignaturas cursadas en una institución de educación superior reconocida o licenciada por la SUNEDU, según corresponda. La convalidación está sujeta a la evaluación de contenidos, créditos y horas académicas, de acuerdo con la normativa y los procedimientos establecidos por la UPRIT. - Sí. Las clases se desarrollan en vivo de manera sincrónica y quedan grabadas en el aula virtual, permitiendo que los estudiantes puedan revisarlas posteriormente. - Ms. Enrique Jannier Boy Vasquez Docente Coordinador enrique.boy@uprit.edu.pe Ingeniería Cuenta con trayectoria académica y profesional en ingeniería industrial, gestión empresarial, investigación e innovación. Es Ingeniero Industrial, con Maestría en Administración de Negocios y doctorando en Ciencias e Ingeniería. Actualmente, coordina las carreras de Ingeniería Industrial e Ingeniería de Sistemas e Inteligencia Artificial, y posee experiencia docente universitaria. Es autor y coautor de libros y publicaciones científicas, incluyendo un artículo Q1 vinculado con teledetección e inteligencia artificial. Sus investigaciones abarcan gestión empresarial, innovación tecnológica y seguridad y salud ocupacional. Asimismo, se desempeña como Gerente General de CALCIEMSA E.I.R.L. e INVESTIMAS S.A.C., y cuenta con experiencia como ponente en el Colegio de Ingenieros del Perú y como campeón regional de oratoria del Foro de Oradores del Perú. - Dr. Haniel Solis Muñoz Docente haniel.solis@uprit.edu.pe Cuenta con una sólida formación académica y profesional en los campos de la ingeniería química, la ingeniería ambiental, la bioinnovación y la sostenibilidad. Obtuvo el título profesional de Ingeniero Químico y posteriormente fortaleció su formación de posgrado mediante estudios de Maestría y Doctorado en Ingeniería Química Ambiental. Complementando su preparación académica, cuenta con un Diplomado en Tecnología de la Información e Inteligencia Artificial por la Universidad Internacional de La Rioja (UNIR), España, incorporando conocimientos relacionados con las nuevas tecnologías y su aplicación en ámbitos científicos y profesionales. Se ha especializado en biofertilizantes y energías renovables, áreas en las que desarrolla actividades vinculadas con la investigación, innovación y aplicación de soluciones sostenibles. Asimismo, se desempeña como consultor en bioinnovación y sostenibilidad ambiental, participando en iniciativas orientadas al aprovechamiento responsable de los recursos y al desarrollo de alternativas tecnológicas con enfoque ambiental. Su trayectoria en investigación se encuentra respaldada por su reconocimiento como Investigador RENACYT Nivel V, evidenciando su participación y producción en actividades de investigación científica, desarrollo tecnológico e innovación. Docente fiorella.espinoza@uprit.edu.pe Máster en Recursos Humanos y Licenciada en Psicología Organizacional. Certificada en Gestión del Talento por ESAN y en Comunicación Interna por la Universidad del Pacífico. Experiencia en roles estratégicos en empresas multinacionales de diversos sectores. Fundadora de ioCLC, el primer Centro de Liderazgo Creativo del Perú. Su trayectoria incluye haberse desempeñado como Jefe de Gestión del Talento en GrupoRPP y Human Resources Business Partner en Textil del Valle, empresa que fabrica para marcas como Lacoste, Ralph Lauren, The North Face. Además, lideró el área de Gestión del Talento en dos de las 50 compañías del Grupo Ultramar, transnacional con operaciones en más de 16 países. También ocupó un papel clave como responsable del área de Capacitación y Desarrollo en Camposol, multinacional con más de 25,000 empleados en campaña alta y operaciones en Estados Unidos, Europa y Asia.",observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,92
94,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,Ms. Enrique Jannier Boy Vasquez Docente Coordinador enrique.boy@uprit.edu.pe Ingeniería Cuenta con t…,"Ms. Enrique Jannier Boy Vasquez Docente Coordinador enrique.boy@uprit.edu.pe Ingeniería Cuenta con trayectoria académica y profesional en ingeniería industrial, gestión empresarial, investigación e innovación. Es Ingeniero Industrial, con Maestría en Administración de Negocios y doctorando en Ciencias e Ingeniería. Actualmente, coordina las carreras de Ingeniería Industrial e Ingeniería de Sistemas e Inteligencia Artificial, y posee experiencia docente universitaria. Es autor y coautor de libros y publicaciones científicas, incluyendo un artículo Q1 vinculado con teledetección e inteligencia artificial. Sus investigaciones abarcan gestión empresarial, innovación tecnológica y seguridad y salud ocupacional. Asimismo, se desempeña como Gerente General de CALCIEMSA E.I.R.L. e INVESTIMAS S.A.C., y cuenta con experiencia como ponente en el Colegio de Charlen Calero Huamán Docente charlen.calero@gmail.com Cuenta con una sólida trayectoria en ingeniería industrial, tecnologías de la información e innovación. Es Ingeniero Industrial, con Maestría en Ingeniería de Sistemas con mención en Tecnologías de la Información e Investigador RENACYT Nivel VI, especializado en desarrollo tecnológico, transformación digital y propiedad intelectual. Su experiencia se centra en Inteligencia Artificial, Automatización Industrial 4.0, Internet de las Cosas (IoT), robótica y fabricación digital. Es miembro de IEEE y participa activamente en investigación, docencia y desarrollo de soluciones tecnológicas aplicadas a la industria y la sociedad. Ha sido ponente internacional en Perú, Colombia, México y Tailandia, y cuenta con reconocimientos en competencias de innovación nacionales e internacionales organizadas por Huawei, UNI, Hack4edu y Robotifest, entre otras. Su perfil integra investigación, innovación y transferencia tecnológica orientadas a generar soluciones de impacto. Dr. JOSE ARTURO DIAZ PULIDO Docente Jose.diaz@uprit.edu.pe Cuenta con una sólida formación académica y profesional en ingeniería informática, tecnologías de la información, investigación y docencia universitaria. Es Ingeniero Informático por la Universidad Nacional de Trujillo, cuenta con una Segunda Especialidad en Tecnología e Informática Educativa, dos grados de maestría en Educación e Ingeniería Informática y de Sistemas, y es Doctor en Ingeniería de Sistemas e Informática. Es autor de diversos libros especializados en programación, algoritmos, redes, UML, marketing electrónico y tecnologías digitales. Asimismo, es Investigador RENACYT, fundador y creador de la revista científica Technologica, además de desarrollador de software. Cuenta con amplia experiencia como docente universitario en diferentes universidades del país, así como asesor y consultor empresarial en tecnologías de la información, integrando investigación, desarrollo tecnológico y transformación digital.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
95,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,Ms. Enrique Jannier Boy Vasquez,Ms. Enrique Jannier Boy Vasquez,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
96,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,enrique.boy@uprit.edu.pe Ingeniería,enrique.boy@uprit.edu.pe Ingeniería,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
97,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,"Cuenta con trayectoria académica y profesional en ingeniería industrial, gestión empresarial, invest…","Cuenta con trayectoria académica y profesional en ingeniería industrial, gestión empresarial, investigación e innovación. Es Ingeniero Industrial, con Maestría en Administración de Negocios y doctorando en Ciencias e Ingeniería. Actualmente, coordina las carreras de Ingeniería Industrial e Ingeniería de Sistemas e Inteligencia Artificial, y posee experiencia docente universitaria.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
98,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,"Es autor y coautor de libros y publicaciones científicas, incluyendo un artículo Q1 vinculado con te…","Es autor y coautor de libros y publicaciones científicas, incluyendo un artículo Q1 vinculado con teledetección e inteligencia artificial. Sus investigaciones abarcan gestión empresarial, innovación tecnológica y seguridad y salud ocupacional.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
99,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,"Asimismo, se desempeña como Gerente General de CALCIEMSA E.I.R.L. e INVESTIMAS S.A.C., y cuenta con …","Asimismo, se desempeña como Gerente General de CALCIEMSA E.I.R.L. e INVESTIMAS S.A.C., y cuenta con experiencia como ponente en el Colegio de",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
100,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,Charlen Calero Huamán,Charlen Calero Huamán,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
101,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,charlen.calero@gmail.com,charlen.calero@gmail.com,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
102,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,"Cuenta con una sólida trayectoria en ingeniería industrial, tecnologías de la información e innovaci…","Cuenta con una sólida trayectoria en ingeniería industrial, tecnologías de la información e innovación. Es Ingeniero Industrial, con Maestría en Ingeniería de Sistemas con mención en Tecnologías de la Información e Investigador RENACYT Nivel VI, especializado en desarrollo tecnológico, transformación digital y propiedad intelectual.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
103,Enrique Boy (Ingeniería),Investigación,6 - ENRIQUE BOY,"Su experiencia se centra en Inteligencia Artificial, Automatización Industrial 4.0, Internet de las …","Su experiencia se centra en Inteligencia Artificial, Automatización Industrial 4.0, Internet de las Cosas (IoT), robótica y fabricación digital. Es miembro de IEEE y participa activamente en investigación, docencia y desarrollo de soluciones tecnológicas aplicadas a la industria y la sociedad.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
104,Enrique Boy (Ingeniería),Menú / Navegación,6 - ENRIQUE BOY,"Ha sido ponente internacional en Perú, Colombia, México y Tailandia, y cuenta con reconocimientos en…","Ha sido ponente internacional en Perú, Colombia, México y Tailandia, y cuenta con reconocimientos en competencias de innovación nacionales e internacionales organizadas por Huawei, UNI, Hack4edu y Robotifest, entre otras. Su perfil integra investigación, innovación y transferencia tecnológica orientadas a generar soluciones de impacto.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
105,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,Dr. JOSE ARTURO DIAZ PULIDO,Dr. JOSE ARTURO DIAZ PULIDO,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
106,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,Jose.diaz@uprit.edu.pe,Jose.diaz@uprit.edu.pe,observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
107,Enrique Boy (Ingeniería),Investigación,6 - ENRIQUE BOY,"Cuenta con una sólida formación académica y profesional en ingeniería informática, tecnologías de la…","Cuenta con una sólida formación académica y profesional en ingeniería informática, tecnologías de la información, investigación y docencia universitaria. Es Ingeniero Informático por la Universidad Nacional de Trujillo, cuenta con una Segunda Especialidad en Tecnología e Informática Educativa, dos grados de maestría en Educación e Ingeniería Informática y de Sistemas, y es Doctor en Ingeniería de Sistemas e Informática.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
108,Enrique Boy (Ingeniería),Investigación,6 - ENRIQUE BOY,"Es autor de diversos libros especializados en programación, algoritmos, redes, UML, marketing electr…","Es autor de diversos libros especializados en programación, algoritmos, redes, UML, marketing electrónico y tecnologías digitales. Asimismo, es Investigador RENACYT, fundador y creador de la revista científica Technologica, además de desarrollador de software.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
109,Enrique Boy (Ingeniería),Investigación,6 - ENRIQUE BOY,"Cuenta con amplia experiencia como docente universitario en diferentes universidades del país, así c…","Cuenta con amplia experiencia como docente universitario en diferentes universidades del país, así como asesor y consultor empresarial en tecnologías de la información, integrando investigación, desarrollo tecnológico y transformación digital.",observación,6 - ENRIQUE BOY/mejoras a la pagina.docx,pendiente,media,False,
110,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,DESCRIPCION DE LA PAGINA WEB – INGENIERIA INDUSTRIAL (pregrado regular):,DESCRIPCION DE LA PAGINA WEB – INGENIERIA INDUSTRIAL (pregrado regular):,observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,False,
111,Edmundo Gonzales (Posgrado),Investigación,7 - EDMUNDO GONZALES,Maestrías Doctorados Diplomados y Cursos de Especialización Infórmate Más Dice: Maestría en Ciencias…,Maestrías Doctorados Diplomados y Cursos de Especialización Infórmate Más Dice: Maestría en Ciencias De La Educación Y Gestión Educativa Maestría en Educación en Entornos Virtuales Y Tecnología Educativa Maestría en Investigación Y Docencia Universitaria Maestria en Psicología Educativa Y Psicopedagogía,corrección texto,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
112,Edmundo Gonzales (Posgrado),Investigación,7 - EDMUNDO GONZALES,Maestría en Ciencias de la Educación u Gestión Educativa Maestría en Educación en Entornos Virtuales…,Maestría en Ciencias de la Educación u Gestión Educativa Maestría en Educación en Entornos Virtuales y Tecnología Educativa Maestría en Investigación y Docencia Universitaria Maestría en Psicología Educativa y Psicopedagogía,observación,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
113,Edmundo Gonzales (Posgrado),Posgrado,7 - EDMUNDO GONZALES,Dice: Infórmate Más | Debe decir: PresentaciónPresentación General de la Escuela de Posgrado Misión …,Dice: Infórmate Más | Debe decir: PresentaciónPresentación General de la Escuela de Posgrado Misión / Visión,corrección texto,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
114,Edmundo Gonzales (Posgrado),Posgrado,7 - EDMUNDO GONZALES,Dice: Nuestros Líderes Dr. Miguel Sibina Director Académico | Debe decir: Mtra. Milagros Rivas Mendo…,Dice: Nuestros Líderes Dr. Miguel Sibina Director Académico | Debe decir: Mtra. Milagros Rivas Mendoza Director Académico Dice: Doble Grado 4+1 (Carrera + Maestría en la misma Uprit),corrección texto,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
115,Edmundo Gonzales (Posgrado),Posgrado,7 - EDMUNDO GONZALES,Dice: Sesiones Informativas: Grados y Másteres Conoce tu futuro en UGS Escuela de Posgrado. Te invit…,"Dice: Sesiones Informativas: Grados y Másteres Conoce tu futuro en UGS Escuela de Posgrado. Te invitamos a nuestras sesiones interactivas donde, además de obtener información detallada sobre los grados y másteres de tu interés, vivirás la experiencia de aprendizaje en UGS y conocerás a futuros compañeros y profesores. | Debe decir: Sesiones Informativas Te invitamos a nuestras sesiones informativas donde podrás obtener información detallada sobre los Programas de Maestría y Doctorado de tu interés.",corrección texto,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
116,Edmundo Gonzales (Posgrado),General,7 - EDMUNDO GONZALES,Dice: Jornadas de Puertas Abiertas | Debe decir: Eliminar texto,Dice: Jornadas de Puertas Abiertas | Debe decir: Eliminar texto,corrección texto,7 - EDMUNDO GONZALES/Correccione pagina web.docx,pendiente,media,False,
